Nom du projet,Secteur,Énergie utilisée,Type de transport,Distance transport (km),Fréquence transport,Matériaux,Taille de l’équipe / locaux,Durée de vie estimée (ans),Budget carbone estimé (tCO2e),Score ESG initial
Projet_1295,Agriculture durable,mix,ferroviaire,7007.65,quotidienne,"recyclé, verre, bois",200,24,357.26,53.16
Projet_1296,Production industrielle,renouvelable,maritime,3543.64,mensuelle,plastique,200,44,551.36,47.13
Projet_1297,Construction immobilière,mix,maritime,9082.8,hebdomadaire,"béton, verre",50,42,814.08,21.25
Projet_1298,Projets numériques,renouvelable,routier,89.4,quotidienne,recyclé,50,6,279.45,27.91
Projet_1299,Projets numériques,renouvelable,maritime,4143.08,hebdomadaire,acier,50,35,418.31,96.25
Projet_1300,Projets numériques,renouvelable,aérien,872.97,quotidienne,"plastique, acier",200,35,508.51,23.1
Projet_1301,Construction immobilière,mix,ferroviaire,4339.04,ponctuelle,"plastique, acier",10,32,825.87,86.93
Projet_1302,Construction immobilière,fossile,ferroviaire,1373.75,quotidienne,"acier, recyclé, béton",20,17,665.92,72.3
Projet_1303,Transport / logistique,mix,aérien,5681.87,quotidienne,verre,100,45,274.28,25.73
Projet_1304,Construction immobilière,mix,aérien,9299.17,quotidienne,"acier, recyclé, béton",10,15,200.35,38.45
Projet_1305,Construction immobilière,renouvelable,ferroviaire,7352.19,quotidienne,"acier, verre, bois",100,20,648.89,57.71
Projet_1306,Transport / logistique,renouvelable,aérien,7665.12,hebdomadaire,"plastique, béton",10,27,870.42,4.01
Projet_1307,Projets numériques,renouvelable,aérien,412.99,ponctuelle,"verre, béton",5,10,469.25,8.51
Projet_1308,Transport / logistique,mix,routier,2891.63,ponctuelle,"béton, verre, plastique",5,31,24.65,22.27
Projet_1309,Transport / logistique,mix,aérien,2485.63,hebdomadaire,"recyclé, béton, acier",200,5,224.96,29.81
Projet_1310,Agriculture durable,mix,ferroviaire,5723.37,mensuelle,verre,10,36,488.59,1.96
Projet_1311,Construction immobilière,renouvelable,aérien,6797.23,hebdomadaire,recyclé,20,18,941.47,81.53
Projet_1312,Production industrielle,mix,maritime,1455.25,quotidienne,"bois, verre",5,16,555.98,44.99
Projet_1313,Agriculture durable,fossile,ferroviaire,3328.42,mensuelle,"recyclé, acier, verre",10,46,244.23,1.31
Projet_1314,Agriculture durable,fossile,maritime,6891.79,ponctuelle,acier,50,43,49.09,26.05
Projet_1315,Production industrielle,mix,aérien,2393.62,ponctuelle,"acier, verre",10,26,99.96,76.78
Projet_1316,Agriculture durable,renouvelable,aérien,1534.62,ponctuelle,"recyclé, béton, bois",5,46,818.38,12.54
Projet_1317,Agriculture durable,renouvelable,maritime,3376.57,quotidienne,acier,100,13,956.51,21.85
Projet_1318,Production industrielle,renouvelable,ferroviaire,936.94,ponctuelle,"acier, bois, béton",100,27,233.94,39.19
Projet_1319,Construction immobilière,fossile,routier,2641.84,quotidienne,"acier, verre, recyclé",5,13,645.47,16.72
Projet_1320,Agriculture durable,mix,maritime,7169.16,hebdomadaire,verre,200,30,941.36,46.65
Projet_1321,Projets numériques,fossile,maritime,6932.19,ponctuelle,béton,100,41,994.83,78.71
Projet_1322,Agriculture durable,mix,ferroviaire,2529.92,hebdomadaire,"recyclé, bois, béton",10,50,248.11,84.5
Projet_1323,Agriculture durable,fossile,aérien,6160.92,mensuelle,"verre, acier, bois",10,47,967.77,46.52
Projet_1324,Production industrielle,mix,maritime,7995.39,hebdomadaire,"bois, plastique",100,16,674.39,14.34
Projet_1325,Agriculture durable,renouvelable,aérien,8243.35,quotidienne,"béton, plastique",5,25,976.92,50.55
Projet_1326,Projets numériques,renouvelable,aérien,9032.69,mensuelle,"recyclé, acier",50,50,495.92,41.89
Projet_1327,Projets numériques,fossile,aérien,7953.4,ponctuelle,"acier, béton, recyclé",10,38,984.29,60.27
Projet_1328,Construction immobilière,fossile,ferroviaire,8950.68,hebdomadaire,verre,100,33,35.09,5.5
Projet_1329,Construction immobilière,fossile,aérien,1674.89,mensuelle,"plastique, recyclé",100,16,551.88,58.33
Projet_1330,Construction immobilière,mix,maritime,2110.31,hebdomadaire,"béton, verre, bois",10,5,788.58,66.39
Projet_1331,Transport / logistique,renouvelable,ferroviaire,666.42,hebdomadaire,"verre, bois",5,42,284.39,34.52
Projet_1332,Agriculture durable,mix,ferroviaire,7180.29,hebdomadaire,recyclé,50,22,167.56,49.65
Projet_1333,Transport / logistique,fossile,routier,9804.63,hebdomadaire,"verre, béton",20,20,910.64,92.76
Projet_1334,Agriculture durable,mix,aérien,5723.71,quotidienne,"acier, béton",10,7,527.7,2.63
Projet_1335,Agriculture durable,mix,ferroviaire,1441.76,ponctuelle,"acier, bois, verre",5,17,925.88,5.91
Projet_1336,Projets numériques,renouvelable,aérien,4426.87,ponctuelle,acier,50,45,668.28,4.3
Projet_1337,Transport / logistique,mix,aérien,8420.54,hebdomadaire,"verre, bois, acier",20,43,185.15,95.93
Projet_1338,Projets numériques,mix,ferroviaire,3598.86,hebdomadaire,"recyclé, acier, plastique",20,11,931.95,81.6
Projet_1339,Production industrielle,renouvelable,routier,7206.69,quotidienne,"bois, verre",5,37,274.23,53.26
Projet_1340,Agriculture durable,renouvelable,ferroviaire,9467.85,mensuelle,recyclé,20,14,608.84,2.38
Projet_1341,Transport / logistique,mix,ferroviaire,7935.69,ponctuelle,"bois, recyclé, plastique",5,39,287.27,36.2
Projet_1342,Agriculture durable,renouvelable,aérien,6298.29,ponctuelle,"recyclé, plastique, bois",10,40,390.63,70.02
Projet_1343,Agriculture durable,fossile,aérien,7424.13,mensuelle,"recyclé, verre, béton",200,40,547.54,1.08
Projet_1344,Production industrielle,renouvelable,aérien,1839.37,ponctuelle,béton,20,38,676.73,74.14
Projet_1345,Agriculture durable,mix,ferroviaire,8478.57,hebdomadaire,"acier, recyclé, verre",10,31,327.12,78.07
Projet_1346,Projets numériques,renouvelable,aérien,9415.57,hebdomadaire,"béton, recyclé, bois",50,34,172.23,17.75
Projet_1347,Projets numériques,fossile,maritime,8862.6,hebdomadaire,plastique,100,17,95.16,15.64
Projet_1348,Construction immobilière,mix,aérien,5858.79,quotidienne,"bois, verre, plastique",50,45,503.12,1.33
Projet_1349,Production industrielle,mix,maritime,6633.8,mensuelle,"acier, bois",100,9,394.21,43.85
Projet_1350,Projets numériques,renouvelable,ferroviaire,8877.78,quotidienne,verre,100,34,580.79,13.73
Projet_1351,Construction immobilière,renouvelable,routier,6188.68,ponctuelle,verre,100,33,671.52,25.56
Projet_1352,Construction immobilière,mix,maritime,7232.93,quotidienne,"plastique, acier",20,21,170.85,77.25
Projet_1353,Projets numériques,fossile,maritime,2921.44,ponctuelle,bois,50,31,450.07,26.01
Projet_1354,Agriculture durable,mix,aérien,2561.43,hebdomadaire,"plastique, béton",10,45,974.92,77.58
Projet_1355,Transport / logistique,fossile,ferroviaire,1168.26,quotidienne,"acier, verre",5,19,396.39,51.87
Projet_1356,Agriculture durable,mix,routier,8735.54,hebdomadaire,"verre, recyclé, acier",10,32,834.82,27.93
Projet_1357,Transport / logistique,fossile,aérien,4342.52,hebdomadaire,"verre, béton",50,41,605.93,83.97
Projet_1358,Production industrielle,mix,aérien,255.8,quotidienne,"béton, acier, bois",20,18,436.65,73.11
Projet_1359,Transport / logistique,renouvelable,maritime,2766.66,ponctuelle,béton,10,7,798.12,0.45
Projet_1360,Production industrielle,fossile,routier,9247.08,quotidienne,bois,10,24,798.49,34.03
Projet_1361,Agriculture durable,renouvelable,maritime,8145.3,ponctuelle,"recyclé, bois",5,16,754.53,52.01
Projet_1362,Agriculture durable,mix,maritime,9015.46,ponctuelle,"verre, recyclé",100,13,204.37,40.59
Projet_1363,Transport / logistique,fossile,maritime,9711.53,mensuelle,"verre, acier, recyclé",5,29,342.18,98.73
Projet_1364,Production industrielle,mix,aérien,9235.4,hebdomadaire,"acier, béton, bois",200,18,430.25,76.12
Projet_1365,Agriculture durable,mix,maritime,3140.1,ponctuelle,"bois, béton, recyclé",50,20,115.44,32.98
Projet_1366,Production industrielle,mix,maritime,536.41,ponctuelle,plastique,100,50,551.0,55.73
Projet_1367,Construction immobilière,fossile,routier,7505.32,hebdomadaire,recyclé,10,50,103.08,92.11
Projet_1368,Construction immobilière,fossile,routier,7233.16,quotidienne,"verre, acier, plastique",10,11,684.21,8.44
Projet_1369,Transport / logistique,fossile,routier,556.78,ponctuelle,"bois, recyclé",20,39,346.43,17.95
Projet_1370,Construction immobilière,fossile,aérien,4587.19,hebdomadaire,"recyclé, verre, bois",20,34,909.85,12.5
Projet_1371,Agriculture durable,mix,routier,8876.87,hebdomadaire,verre,5,5,539.55,92.19
Projet_1372,Construction immobilière,mix,ferroviaire,2516.96,quotidienne,acier,10,13,131.69,57.65
Projet_1373,Projets numériques,mix,routier,2555.75,quotidienne,"plastique, verre, acier",10,11,801.92,88.81
Projet_1374,Agriculture durable,fossile,maritime,4349.74,hebdomadaire,verre,10,7,443.25,97.54
Projet_1375,Transport / logistique,renouvelable,ferroviaire,7007.97,quotidienne,"verre, bois, recyclé",5,29,28.69,61.87
Projet_1376,Agriculture durable,renouvelable,aérien,3110.84,mensuelle,"recyclé, bois",10,43,700.64,42.38
Projet_1377,Construction immobilière,mix,maritime,990.32,mensuelle,"plastique, béton",100,44,742.48,60.89
Projet_1378,Construction immobilière,fossile,ferroviaire,9537.43,quotidienne,"bois, plastique",100,8,361.44,32.53
Projet_1379,Agriculture durable,renouvelable,maritime,7129.33,quotidienne,"béton, bois, plastique",100,22,44.99,91.74
Projet_1380,Construction immobilière,fossile,aérien,6892.22,hebdomadaire,"verre, plastique",5,44,337.96,78.17
Projet_1381,Transport / logistique,mix,aérien,248.23,quotidienne,"verre, acier",5,33,990.5,10.99
Projet_1382,Construction immobilière,mix,aérien,4873.81,mensuelle,"recyclé, plastique",5,32,599.01,42.08
Projet_1383,Projets numériques,renouvelable,routier,9444.37,ponctuelle,verre,20,42,115.11,57.99
Projet_1384,Transport / logistique,renouvelable,maritime,8326.12,ponctuelle,"béton, recyclé, acier",10,18,915.56,93.45
Projet_1385,Agriculture durable,renouvelable,maritime,588.47,quotidienne,"recyclé, bois",5,45,914.81,77.56
Projet_1386,Projets numériques,fossile,ferroviaire,8833.13,mensuelle,plastique,100,34,288.14,43.68
Projet_1387,Production industrielle,mix,maritime,9138.32,hebdomadaire,"plastique, bois",20,6,440.4,66.02
Projet_1388,Projets numériques,renouvelable,ferroviaire,6986.78,ponctuelle,"plastique, acier, verre",10,25,124.99,47.35
Projet_1389,Construction immobilière,fossile,aérien,1738.97,hebdomadaire,bois,50,46,75.7,80.64
Projet_1390,Projets numériques,renouvelable,routier,4709.64,mensuelle,verre,200,16,627.88,5.86
Projet_1391,Agriculture durable,fossile,ferroviaire,9738.02,quotidienne,"verre, recyclé, plastique",5,28,950.03,69.75
Projet_1392,Agriculture durable,fossile,ferroviaire,7314.87,hebdomadaire,acier,200,23,194.61,55.69
Projet_1393,Projets numériques,fossile,aérien,2156.44,ponctuelle,"verre, recyclé",50,46,696.71,47.36
Projet_1394,Construction immobilière,renouvelable,ferroviaire,8058.25,ponctuelle,"plastique, recyclé",20,47,904.87,32.0
Projet_1395,Projets numériques,renouvelable,aérien,5003.47,ponctuelle,"recyclé, verre",5,17,119.09,54.73
Projet_1396,Agriculture durable,mix,aérien,4617.84,quotidienne,"béton, verre, plastique",20,17,712.31,56.56
Projet_1397,Agriculture durable,mix,aérien,9790.18,mensuelle,béton,100,6,64.91,70.62
Projet_1398,Production industrielle,mix,ferroviaire,7623.77,ponctuelle,"plastique, recyclé, béton",5,10,621.38,77.96
Projet_1399,Agriculture durable,fossile,aérien,4602.79,quotidienne,béton,5,34,894.67,58.39
Projet_1400,Construction immobilière,fossile,maritime,3754.89,quotidienne,"recyclé, bois, plastique",200,36,105.21,23.29
Projet_1401,Construction immobilière,mix,maritime,2814.09,ponctuelle,acier,200,20,757.74,30.99
Projet_1402,Agriculture durable,mix,routier,9116.94,hebdomadaire,plastique,20,36,980.32,37.56
Projet_1403,Production industrielle,renouvelable,aérien,7727.79,mensuelle,acier,5,6,928.74,71.67
Projet_1404,Construction immobilière,renouvelable,ferroviaire,2354.97,ponctuelle,"acier, béton",10,43,274.52,93.86
Projet_1405,Construction immobilière,mix,maritime,5262.19,mensuelle,bois,50,30,561.86,14.47
Projet_1406,Projets numériques,mix,maritime,1314.06,mensuelle,bois,200,41,558.6,30.9
Projet_1407,Construction immobilière,renouvelable,routier,4360.45,ponctuelle,"verre, recyclé, acier",50,32,713.28,76.08
Projet_1408,Transport / logistique,renouvelable,routier,2909.25,ponctuelle,verre,20,37,585.9,63.94
Projet_1409,Agriculture durable,mix,maritime,7354.66,mensuelle,"acier, verre, recyclé",5,45,765.45,70.5
Projet_1410,Transport / logistique,renouvelable,maritime,5964.78,quotidienne,bois,5,32,892.14,31.62
Projet_1411,Production industrielle,mix,maritime,6361.1,ponctuelle,"acier, verre",100,48,639.59,20.65
Projet_1412,Agriculture durable,mix,aérien,4240.22,mensuelle,"béton, acier, bois",5,21,601.08,19.46
Projet_1413,Agriculture durable,renouvelable,routier,388.82,mensuelle,plastique,10,34,442.53,61.39
Projet_1414,Production industrielle,fossile,routier,9821.51,hebdomadaire,"béton, bois, plastique",10,18,95.75,73.7
Projet_1415,Production industrielle,mix,maritime,6673.69,mensuelle,"plastique, recyclé",10,24,610.22,62.17
Projet_1416,Transport / logistique,renouvelable,maritime,4046.34,hebdomadaire,"recyclé, verre, plastique",50,28,605.15,40.92
Projet_1417,Production industrielle,mix,maritime,612.8,mensuelle,"recyclé, acier",5,25,520.19,52.49
Projet_1418,Agriculture durable,mix,ferroviaire,2753.84,mensuelle,"plastique, béton, acier",5,35,498.41,81.3
Projet_1419,Production industrielle,renouvelable,ferroviaire,9434.9,quotidienne,"verre, acier",20,22,350.98,84.83
Projet_1420,Projets numériques,mix,maritime,6079.7,ponctuelle,plastique,20,15,398.04,44.2
Projet_1421,Production industrielle,renouvelable,aérien,8701.2,hebdomadaire,plastique,10,10,88.55,9.74
Projet_1422,Construction immobilière,fossile,aérien,2830.41,hebdomadaire,"béton, verre, recyclé",10,47,849.86,28.59
Projet_1423,Construction immobilière,mix,maritime,6553.1,hebdomadaire,"béton, recyclé",10,46,294.66,15.93
Projet_1424,Production industrielle,renouvelable,maritime,6709.9,ponctuelle,"béton, bois",200,19,896.16,56.14
Projet_1425,Agriculture durable,mix,aérien,8927.66,ponctuelle,verre,20,16,675.24,97.23
Projet_1426,Projets numériques,renouvelable,ferroviaire,728.34,quotidienne,"béton, recyclé, plastique",50,21,692.11,54.33
Projet_1427,Agriculture durable,renouvelable,maritime,8420.54,hebdomadaire,acier,10,23,623.2,56.75
Projet_1428,Agriculture durable,fossile,aérien,2206.52,ponctuelle,"verre, recyclé, béton",20,23,262.0,83.21
Projet_1429,Projets numériques,renouvelable,routier,469.7,mensuelle,"acier, plastique",20,50,27.4,32.63
Projet_1430,Production industrielle,mix,aérien,5443.5,mensuelle,"verre, recyclé, plastique",100,43,348.48,87.98
Projet_1431,Production industrielle,renouvelable,maritime,7984.26,hebdomadaire,acier,20,32,67.07,80.41
Projet_1432,Agriculture durable,mix,ferroviaire,9772.26,ponctuelle,"verre, béton, plastique",50,48,941.95,30.46
Projet_1433,Construction immobilière,fossile,aérien,7392.96,ponctuelle,recyclé,100,46,477.95,97.69
Projet_1434,Production industrielle,renouvelable,aérien,7205.37,mensuelle,"plastique, béton, bois",10,42,115.62,13.25
Projet_1435,Production industrielle,renouvelable,maritime,5610.97,ponctuelle,plastique,200,27,410.33,5.24
Projet_1436,Transport / logistique,renouvelable,ferroviaire,7787.06,ponctuelle,béton,100,37,776.38,21.35
Projet_1437,Production industrielle,renouvelable,routier,533.29,mensuelle,"plastique, verre",50,5,611.52,47.91
Projet_1438,Construction immobilière,renouvelable,maritime,6247.36,hebdomadaire,"béton, recyclé, plastique",100,8,573.55,53.53
Projet_1439,Construction immobilière,renouvelable,aérien,3125.09,quotidienne,acier,10,48,739.69,46.85
Projet_1440,Transport / logistique,fossile,ferroviaire,1620.2,hebdomadaire,plastique,5,26,973.18,86.66
Projet_1441,Projets numériques,mix,aérien,2558.9,hebdomadaire,verre,50,20,209.81,86.31
Projet_1442,Construction immobilière,renouvelable,ferroviaire,3612.31,hebdomadaire,"verre, bois",50,9,769.38,0.8
Projet_1443,Production industrielle,fossile,maritime,2083.55,hebdomadaire,acier,100,33,880.95,10.69
Projet_1444,Construction immobilière,mix,ferroviaire,6141.89,hebdomadaire,bois,200,31,588.53,55.58
Projet_1445,Agriculture durable,renouvelable,maritime,6675.17,ponctuelle,"bois, plastique, béton",50,34,887.58,19.6
Projet_1446,Projets numériques,mix,ferroviaire,4298.85,mensuelle,béton,200,31,495.15,78.85
Projet_1447,Production industrielle,mix,aérien,1971.59,quotidienne,"bois, béton",20,12,833.43,33.26
Projet_1448,Projets numériques,mix,routier,1446.29,hebdomadaire,béton,100,27,459.72,31.21
Projet_1449,Construction immobilière,renouvelable,maritime,1339.96,hebdomadaire,"plastique, béton, bois",100,35,354.93,9.85
Projet_1450,Projets numériques,mix,aérien,1551.66,hebdomadaire,"recyclé, verre",10,31,341.58,98.73
Projet_1451,Transport / logistique,fossile,routier,6204.67,ponctuelle,"plastique, acier",100,25,933.25,28.33
Projet_1452,Construction immobilière,mix,routier,62.46,quotidienne,"plastique, bois",200,21,634.42,46.77
Projet_1453,Construction immobilière,fossile,ferroviaire,8164.43,ponctuelle,"recyclé, verre",200,19,976.1,93.36
Projet_1454,Transport / logistique,renouvelable,ferroviaire,6912.43,ponctuelle,"acier, recyclé",50,31,398.6,37.94
Projet_1455,Construction immobilière,renouvelable,maritime,1315.36,quotidienne,"acier, recyclé, plastique",50,28,233.74,37.95
Projet_1456,Construction immobilière,mix,ferroviaire,9712.83,ponctuelle,béton,20,50,454.57,76.98
Projet_1457,Projets numériques,mix,ferroviaire,5349.47,quotidienne,"bois, recyclé",100,36,352.84,75.83
Projet_1458,Transport / logistique,renouvelable,ferroviaire,7890.43,mensuelle,"acier, bois, béton",100,46,368.27,57.46
Projet_1459,Construction immobilière,renouvelable,aérien,5648.33,quotidienne,"bois, acier, recyclé",100,26,184.7,87.37
Projet_1460,Transport / logistique,mix,aérien,4045.66,ponctuelle,"bois, recyclé",50,19,704.09,18.48
Projet_1461,Construction immobilière,mix,maritime,6522.74,hebdomadaire,plastique,10,9,984.29,95.01
Projet_1462,Production industrielle,renouvelable,routier,7440.91,mensuelle,"acier, recyclé, plastique",50,33,548.41,23.22
Projet_1463,Production industrielle,fossile,maritime,9456.82,hebdomadaire,"verre, béton, plastique",5,36,302.09,5.83
